Buoy_ID,Start_Time,End_Time,Start_Lat,Start_Lon,End_Lat,End_Lon
300234062954190.csv,2016-07-15 5:00:00,2016-07-30 5:00:00,81.4666,-133.3682,81.4666,-133.3682
300234060340370.csv,2016-07-16 20:00:00,2016-07-18 10:00:00,76.64148,168.92766,76.64148,168.92766
300234063323530.csv,2016-07-22 14:00:00,2016-09-07 8:00:00,77.0498,-159.7816,76.5504,-139.1866
300234060108820.csv,2016-07-31 8:00:00,2016-09-19 15:00:00,72.3108,-148.4612,72.3108,-148.4612
300234010255800.csv,2016-08-01 0:00:00,2016-08-06 21:00:00,79.9606,170.3254,79.9606,170.3254
300234060340370.csv,2016-08-01 0:00:00,2016-08-24 9:00:00,76.64148,168.92766,76.64148,168.92766
300234060341390.csv,2016-08-01 0:00:00,2016-08-31 23:00:00,78.56604,171.18432,78.56604,171.18432
300234060430010.csv,2016-08-01 0:00:00,2016-10-20 6:00:00,73.9822,179.0768,76.0874,175.7182
300234060434550.csv,2016-08-01 0:00:00,2016-09-30 23:00:00,72.3738,-142.7832,72.3738,-142.7832
300234060436000.csv,2016-08-01 0:00:00,2016-09-30 23:00:00,72.2516,-151.9914,72.2516,-151.9914
300234062957970.csv,2016-08-01 0:00:00,2016-09-30 23:00:00,76.20335,-179.6193,76.20335,-179.6193
300234063982330.csv,2016-08-01 0:00:00,2016-08-31 23:00:00,75.2622,-169.6548,74.9694,-169.0588
300234063322780.csv,2016-08-03 19:00:00,2016-08-13 7:00:00,72.1448,-160.703,71.9802,-162.0296
300234010255800.csv,2016-08-19 3:00:00,2016-08-24 4:00:00,79.9606,170.3254,79.9606,170.3254
300234062558760.csv,2016-08-19 4:00:00,2016-08-19 6:00:00,74.48611,-160.02689,74.4742,-159.8598
300234062888930.csv,2016-08-31 3:00:00,2016-09-12 6:00:00,86.9244,112.0462,86.9244,112.0462
300234060341390.csv,2016-09-10 7:00:00,2016-09-26 6:00:00,78.56604,171.18432,78.56604,171.18432
300234062428050.csv,2016-09-28 16:00:00,2016-12-20 7:00:00,86.22694,116.76353,86.22694,116.76353
300234062558760.csv,2016-10-01 0:00:00,2016-10-09 18:00:00,74.5808,-144.4922,74.9598,-142.0168
300234060436000.csv,2016-10-08 9:00:00,2016-10-31 23:00:00,72.2516,-151.9914,72.2516,-151.9914
300234060108820.csv,2016-10-09 17:00:00,2016-10-31 23:00:00,72.3108,-148.4612,72.3108,-148.4612
300234063267860.csv,2016-11-01 0:00:00,2016-11-16 0:00:00,68.9762,-58.7976,68.734,-58.473
300234063320260.csv,2016-11-01 0:00:00,2016-11-30 23:00:00,71.131,-144.797,71.478,-147.838
300234063323170.csv,2016-11-01 0:00:00,2016-11-01 16:00:00,75.001,-158.0502,75.0478,-158.3746
300234063324170.csv,2016-11-01 0:00:00,2016-11-10 13:00:00,73.063,-151.162,73.2994,-150.0208
300234062888920.csv,2016-11-02 18:00:00,2016-11-24 15:00:00,87.3328,-77.6968,87.3328,-77.6968
300234062429080.csv,2016-11-26 6:00:00,2016-11-28 10:00:00,87.60687,152.61231,87.60687,152.61231
300234062888920.csv,2016-11-28 16:00:00,2016-11-30 23:00:00,87.3328,-77.6968,87.3328,-77.6968
300234063266850.csv,2016-12-01 0:00:00,2016-12-04 19:00:00,60.3188,-61.4036,60.0178,-61.077
300234063267860.csv,2016-12-01 0:00:00,2016-12-06 0:00:00,67.6212,-56.6436,66.93443,-55.98414
300234062888920.csv,2016-12-04 8:00:00,2016-12-26 7:00:00,87.3328,-77.6968,87.3328,-77.6968
300234062429080.csv,2016-12-05 18:00:00,2016-12-29 20:00:00,87.60687,152.61231,87.60687,152.61231
300234061768060.csv,2016-12-17 10:00:00,2016-12-18 3:00:00,77.7096,-72.03936,77.2784,-73.0278
300234062427080.csv,2016-12-26 6:00:00,2016-12-30 22:00:00,87.16569,-95.46667,87.16569,-95.46667
